CKY_ART;DESCR;CATEGORIA;COSTO
0000044290;!TV SAMSUNG 65 UE65NU7400;56;1056,615
0000044291;!RADIOMICROFONO KARMA VHF SE;82;48,75
0000044292;BORSA PER NOTEBOOK VULTECH 1;4;16,995
0000044293;MATASSA CAVO LAN VULTECH 100;1;21,975
0000044294;MATASSA CAVO LAN VULTECH 305;1;45,225
0000044295;!MATASSA CAVO LAN VULTECH 50;7;14,205
0000044296;!CASSE VULTECH SP-2007 2.1;70;23,55
0000044297;!>NOTEBOOK HP 250 G6 (3QM76E;54;321,6
0000044298;!NOTEBOOK ACER CB3-431-C1AN;56;397,77
0000044299;!Sensore Datamax-O Neil;56;129,525
0000044300;!<NAVIGATORE TOMTOM GO BASIC;16;202,05
0000044301;CARTUCCIA COMPATIBILE EPSON;43;10,38
0000044302;CARTUCCIA COMPATIBILE EPSON;43;9,75
0000044303;CARTUCCIA COMPATIBILE EPSON;43;9,75
0000044304;CARTUCCIA COMPATIBILE EPSON;43;9,6
0000044305;TONER COMPATIBILE HP CF530A;43;16,335
0000044306;TONER COMPATIBILE HP CF531A;43;15,705
0000044307;!TONER COMPATIBILE HP CF532A;43;16,47
0000044308;TONER COMPATIBILE HP CF533A;43;16,47
0000044309;!NON USARE;56;9
0000044310;!NOTEBOOK MSI GL72M 7REX-160;54;1452,405
0000044311;!NOTEBOOK MSI GL73 8RC-030IT;54;1508,01
0000044312;!NOTEBOOK HP 15-CX0002NL;54;1362,81
0000044313;!NB ASUS VIVOBOOK N580GD-E40;56;1490,91
0000044314;!COPRICONNETTORE PLUG RJ45 M;1;9,24
0000044315;HARD DISK TOSHIBA 3 TB P300;33;78,945
0000044316;!<NOTEBOOK ACER ASPIRE A315-;54;592,95
0000044317;!<NOTEBOOK ACER A515-51G-80G;54;1188,63
0000044318;!NOTEBOOK ASUS VIVOBOOK S410;54;512,67
0000044319;!NOTEBOOK HP 15-DA0123NL;54;745,5
0000044320;!NOTEBOOK HP 14-CF0000NL;54;579,585
0000044321;!NOTEBOOK DELL M4800 RICONDI;85;708,75
0000044322;!PC APPLE IMAC 27 RICONDIZ.;81;759,81
0000044323;!<NOTEBOOK HP ELITEBOOK 745;85;263,43
0000044324;!NOTEBOOK DELL E6530 RICONDI;85;336,63
0000044325;!NOTEBOOK LENOVO T440 RICOND;85;307,8
0000044326;CALCOLATRICE MEDIACOM DC2697;14;14,385
0000044327;!NOTEBOOK LENOVO T440 RICOND;85;322,89
0000044328;CALCOLATRICE MEDIACOM DC2689;14;14,325
0000044329;!NOTEBOOK LENOVO T530 RICOND;85;300
0000044330;CALCOLATRICE MEDIACOM DC2645;14;14,385
0000044331;!NOTEBOOK FOLIO 9470M RICOND;85;366
0000044332;!NOTEBOOK FUJITSU S904 RICON;85;428,52
0000044333;!(OUTLET) TV LED 24 LG 24MT;89;123,975
0000044334;<MB ASROCK B450 GAMING K4 90;35;92,595
0000044335;!(OUTLET) STAMPANTE BROTHER;89;210,4545
0000044336;!MB ASROCK X470 MASTER SLI;35;157,5
0000044337;!Alimentatore Thermaltake 85;56;143,925
0000044338;!SMARTPHONE SAMSUNG GALAXY A;91;334,5
0000044339;!<TV LED 32 BLUE 32BL600 SM;31;161,34
0000044340;!TV LED 43 BLUE 43BL700 FUL;31;241,875
0000044341;!DDR4 HP 16 GB PC2666 1XD85A;56;298,8
0000044342;!Mouse Microsoft 43U-00004;56;32,715
0000044343;!PC DELL 7010 DT RICONDIZION;13;124,0755
0000044344;!PC DELL 390 SFF RICOND.;71;64,302
0000044345;!STAMPANTE ZEBRA ZT230;23;944,25
0000044346;!Scanner codici a barre Hone;56;178,215
0000044347;!NOTEBOOK LENOVO L440 RICOND;85;277,395
0000044348;!>NOTEBOOK LENOVO 20H50078IX;54;726
0000044349;!SSD Intel 545s 512GB;56;86,7
0000044350;DDR4 TEAM ELITE 16GB PC2400;29;77,055
0000044351;!VGA Asus Radeon DUAL-RX580-;56;374,055
0000044352;!MB GBT GA-B360-Gaming 3 WIF;56;129,945
0000044353;!NON USARE;47;201,165
0000044354;!SMARTPHONE HUAWEI P8 LITE 2;91;154,365
0000044355;!>SMARTPHONE ASUS ZENFONE ZE;91;232,125
0000044356;!<PC HP PRO 600 G1 RICONDIZI;71;243,15
0000044357;!%PC HP 8200 SFF RICONDIZION;13;144,15
0000044358;!<PC HP PRO 6300 SFF RICONDI;71;198,15
0000044359;!PC HP 8100 CMT RICONDIZ.;71;105,15
0000044360;!%MONITOR 20 DELL E2011HT R;47;45,045
0000044361;!%MONITOR 19 DELL 1907FPC R;47;39,15
0000044362;!%MONITOR 20 DELL P2012H RI;47;45,045
0000044363;!>SMARTPHONE HUAWEI Y6 2018;91;150,72
0000044364;!SMARTPHONE SAMSUNG GALAXY J;91;174,84
0000044365;!<SMARTPHONE SAMSUNG GALAXY;91;174,84
0000044366;!SMARTPHONE SAMSUNG GALAXY 4;91;176,535
0000044367;!Adattatore CA HP W5D55AA;56;36,69
0000044368;!NOTEBOOK HP 2540P RICONDIZ.;85;160,65
0000044369;!NOTEBOOK HP 2540P RICONDIZ.;85;177,66
0000044370;!NOTEBOOK HP 2540P RICONDIZ.;85;185,4
0000044371;!NOTEBOOK HP 8440P RICONDIZI;85;193,125
0000044372;!>SMARTPHONE SAMSUNG GALAXY;91;222,255
0000044373;!>SMARTPHONE SAMSUNG GALAXY;91;220,5
0000044374;!<SMARTPHONE SAMSUNG GALAXY;91;231
0000044375;!<SMARTPHONE HUAWEI MATE 10;91;277,005
0000044376;!Kit scanner di codici a bar;56;298,41
0000044377;!<TV LED 55 BLUE 55BU800 4K;31;405,675
0000044378;!STAMPANTE EVOLIS Badgy100;56;601,215
0000044379;!PC LENOVO V520-15IKL 10NK00;13;524,145
0000044380;!<PC LENOVO M720T 10SQ002HIX;13;618,3
0000044381;!<PC LENOVO P320 30BH0077IX;13;648,3
0000044382;!<PC LENOVO M720T 10SQ000GIX;13;658,545
0000044383;!<PC LENOVO M720S 10ST0032IX;13;863,76
0000044384;!<PC LENOVO M920S 10SJ0022IX;13;961,23
0000044385;!<PC HP P000 590 4MU27EA;13;859,11
0000044386;!>PC HP P000 570 2CV90EA;13;943,08
0000044387;!MONITOR 22 PHILIPS 221S8LD;47;112,68
0000044388;!(OUTLET) ALIMENTATORE PER T;89;23,1765
0000044389;!(OUTLET) ROUTER FRITZ 3490;89;95,07
0000044390;TESTINA DI STAMPA ZEBRA;87;336,255
0000044391;HARD DISK WD 1 TB 2,5 WD10S;33;40,125
0000044392;%HARD DISK WD 3 TB SATA WD30;33;48
0000044393;!(OUTLET) STAMPANTE BROTHER;89;226,74
0000044394;!CASE CTESPORTS HYDRA1;6;71,43
0000044395;!>SMARTPHONE ASUS ZENFONE ZE;91;232,11
0000044396;!VGA PowerColor RX 580 8GB;56;304,35
0000044397;!CELLULARE IPHONE X 64GB SIL;91;1100,445
0000044398;!Switch Cisco SG250-26 26 Po;56;258,21
0000044399;!Case drive Hamlet HXD25U3MW;56;22,035
0000044400;!TRANS FLASH SAMSUNG 128 GB;25;31,8
0000044401;!Gamepad SMARTIX Turbofire X;56;30,84
0000044402;!<LETTORE BAR CODE DATALOGIC;9;50,34
0000044403;!HARD DISK WD 1 TB YELLOW ES;25;60,015
0000044404;!HARD DISK WD 2 TB ESTERNO R;25;81,975
0000044405;!HARD DISK WD 2 TB ESTERNO O;25;82,425
0000044406;!HARD DISK WD 2 TB ESTERNO Y;25;82,425
0000044407;!TONER COMPATIBILE BROTHER T;56;20,85
0000044408;!TONER COMPATIBILE BROTHER T;56;20,85
0000044409;!TONER COMPATIBILE BROTHER T;43;27,75
0000044410;!TONER COMPATIBILE BROTHER T;56;20,85
0000044411;!Cavo trasferimento dati Hon;56;52,665
0000044412;!UPS TECHMADE CON LCD 2000VA;32;233,55
0000044413;!PS TECHMADE CON LCD 1200VA;32;95,55
0000044414;MOUSE TECHMADE TM-XJ30-BK US;50;11,595
0000044415;MOUSE TECHMADE TM-XJ30-BL US;50;11,595
0000044416;MOUSE TECHMADE TM-XJ30-RED W;50;11,595
0000044417;!CAPTURE LIVE STREAMING EZCA;49;118,5
0000044418;!<TV LED 32 SHARP LC32HI512;31;255,78
0000044419;!$TV LED 43 SAMSUNG UE43NU7;31;350,58
0000044420;!<TV LED 50 SAMSUNG UE50NU7;31;418,5
0000044421;TELECOMANDO UNIVERSALE PER C;1;14,55
0000044422;TELECOMANDO UNIVERSALE FREED;1;16,485
0000044423;!TELECOMANDO SUPERIOR (23SU0;1;15
0000044424;!TELECOMANDO SUPERIOR (23SU0;1;14,04
0000044425;TELECOMANDO SUPERIOR (23SU01;1;14,745
0000044426;TELECOMANDO 433MHZ 4 CANALI;1;13,515
0000044427;!Mouse Microsoft Wireless Mo;56;38,22
0000044428;CONVERTITORE SCART-HDMI S-H;1;35,835
0000044429;!Switch KVM VGA DVI 2 PORTE;53;196,14
0000044430;!MB TUF B450-PRO GAMING AMD;56;148,275
0000044431;ADATTATORE USB 3.0 TO TYPE C;1;12,39
0000044432;!MEMORIA DDR4 KINGSTON 16 GB;29;80,805
0000044433;<HARD DISK WD 4 TB WD4005FZB;33;195,12
0000044434;!CONVERTITORE HDMI-VGA+OUT A;1;18,885
0000044435;!DECODER DIGITALE TERRESTRE;17;42,75
0000044436;!TONER OKI B401 1,5K;56;69
0000044437;(OUTLET) LAMPADA NEON 8W TL2;89;14,3985
0000044438;!(OUTLET) MB ASUS P5W DH DEL;89;45
0000044439;!(OUTLET) ALIMENTATORE ROSE;89;18,20415
0000044440;!(OUTLET) CASSE LOGITECH S-2;89;22,89
0000044441;!(OUTLET) MB ASROCK N68-VS3F;89;32,7
0000044442;!(OUTLET) PORTAFOTO DIGITALE;89;30,465
0000044443;!(OUTLET) CASE CORSAIR OBSID;89;70,5
0000044444;!(OUTLET) MOUSE PAD RIGIDO C;89;11,385
0000044445;!(OUTLET) MB ASROCK X58 EXTR;89;52,5
0000044446;!(OUTLET) TASTIERA DIGITUS M;89;15,15
0000044447;!(OUTLET) TV LED 50 SAMSUNG;89;288,87
0000044448;!(OUTLET) DOCKING STATION PE;89;19,215
0000044449;!MONITOR Samsung S27E450B 27;56;248,565
0000044450;!NOTEBOOK SPECTRE PRO X360 R;85;1017,135
0000044451;!NOTEBOOK HP PROBOOK 6570 RI;85;339,375
0000044452;!>NOTEBOOK LENOVO (81HN00E1I;54;576
00000444527;!NON USARE;6;46,05
0000044453;!<NOTEBOOK LENOVO (81HN00JDI;54;398,13
0000044454;!TABLET HUAWEI MEDIAPAD T5 3;60;217,35
0000044455;!non usare;0;7,5
0000044456;!<TABLET LENOVO TAB4 8 ESSE;60;172,5
0000044457;!TV LED 43 BLUE 43BU800 4K;31;250,5
0000044458;!non usare;56;405
0000044459;!<TV LED 55 LG 55UK6300;31;446,895
0000044460;!%LAMPADA VIVILA LED E27 35W;80;14,82
0000044461;!%LAMPADA VIVILA LED E14 4.5;80;11,01
0000044462;!ARMADIO SECURITY DOPPIA SER;88;174,225
0000044463;!MONITOR HP N240 3ML21AT;56;168,81
0000044464;!NOTEBOOK HP 15-CS1001NL;56;1138,125
0000044465;! NON USARE;54;909,12
0000044466;!VGA LENOVO Quadro P600;56;274,08
0000044467;!SEDIA ITEK TAURUS P4 (ITTGC;1;136,065
0000044468;!NOTEBOOK DELL VOSTRO 3568;54;723,06
0000044469;!CASE PATRIOT MINI ITOCPAMI;6;29,4
0000044470;!CASE RAINBOW 06 ITGCRB06;6;58,275
0000044471;CASE OTTO MINI TOWER IT2208U;6;41,385
0000044472;!CASE EMERALD D5S SILVER ITE;6;70,83
0000044473;!BOX ESTRAIBILE DIGITUS DA50;34;22,755
0000044474;CAVO USB 2.0 MINI B 5 POLI A;7;8,595
0000044475;!%PC HP 8300 SFF RICOND. FRE;13;235,95
0000044476;!<PC HP 8300 SFF RICOND.;71;308,1
0000044477;!%PC HP 8300 SFF RICOND. WIN;71;266,625
0000044478;!TV SAMSUNG QE55Q7FNATXXH;56;1162,5
0000044479;!VGA Asus GeForce RTX 2070 8;56;626,58
0000044480;!TABLET Lenovo Essential Mii;56;513,255
0000044481;!Monitor MSI OPTIX MAG241C;56;272,16
0000044482;>DDR4 HP 8 GB PC2666 (840755;29;178,98
0000044483;!NOTEBOOK ASUS UX333FN;56;1193,925
0000044484;!TONER COMPATIBILE HP CE265A;56;29,73
0000044485;!CASE TECNO TC-991 550W;6;32,43
0000044486;!CASE DOUCIR M2 ITGCMDC2;6;44,925
0000044487;!CASE ITEK T-MASK ITGCATM45R;6;75,48
0000044488;!CARTUCCIA COMPATIBILE BROTH;43;9,15
0000044489;!CARTUCCIA COMPATIBILE BROTH;43;9,15
0000044490;!CARTUCCIA COMPATIBILE BROTH;43;9,15
0000044491;!CARTUCCIA COMPATIBILE BROTH;43;9,6
0000044492;!CARTUCCIA COMPATIBILE LEXMA;43;20,85
0000044493;!<MONITOR 32 SAMSUNG DB32E;47;489,72
0000044494;!PC FUJITSU ESPRIMO P710 RIG;56;211,35
0000044495;!Windows Server Essentials 2;56;392,25
0000044496;!(OUTLET) STAMPANTE EPSON AL;89;60,195
0000044497;!(OUTLET) MB MSI X370 GAMING;89;89,235
0000044498;!.;89;68,745
0000044499;!CASE COSMIC 19R2 ITGC19CR2;6;46,02
0000044500;!ALIMENTATORE ITEK DESERT PL;41;47,79
0000044501;ALIMENTATORE ITEK DESERT 650;41;52,29
0000044502;!ALIMENTATORE ITEK DESERT PL;41;54,105
0000044503;ALIMENTATORE ITEK DESERT 750;41;57,99
0000044504;!KIT MOUSE ITEK TAURUS G58A;50;18,24
0000044505;!KIT MOUSE ITEK TAURUS G78 +;50;31,275
0000044506;!MOUSE ITEK TAURUS G60 (ITMG;50;22,98
0000044507;!KIT TASTIERA+MOUSE ITEK TAU;76;29,07
0000044508;!TASTIERA ITEK TAURUS X06 (I;76;34,335
0000044509;!TASTIERA ITEK TAURUS T21B (;76;22,755
0000044510;!CASE ITEK OPTOIX ITGCAO45;6;85,245
0000044511;!(OUTLET) PC LENOVO H30-00 (;89;191,937
0000044512;!KIT LOGITECH MK270 COMBO (D;76;38,55
0000044513;!<TAMBURO ORIGINALE LEXMARK;87;47,715
0000044514;!SERVER RACK HPE DL360 GEN10;56;2354,25
0000044515;!HD HP ENTERPRISE 2,40 TB;56;677,73
0000044516;!MINIPC ASUS PN40 PN40-BC125;56;287,58
0000044517;!MOUSE TECHMADE MUS-U-01-WT;50;9,225
0000044518;!RADIOMICROFONO KARMA UHF SE;82;104,37
0000044519;!VGA Asus GeForce GTX 1070 T;56;622,5
0000044520;!MB ASUS PRIME Z370-A II;35;163,77
0000044521;!MB GBT GA-Z270P-D3;35;92,07
0000044522;!%NOTEBOOK FUJITSU E752 RICO;85;248,31
0000044523;!<IPAD AIR MINI 2 A7 RICONDI;86;248,82
0000044524;!<SMARTPHONE HUAWEI HONOR 9;91;153,915
0000044525;!<SMARTPHONE XIAOMI REDMI S2;91;174,84
0000044526;!CELLULARE IPHONE XS 256GB;91;1550,85
0000044527;!NON USARE;48;9
0000044528;!VENTOLA ANTEC K240;56;73,05
0000044529;%BOX SMART TV ANDROID MXQ PR;1;34,995
0000044530;!TELECAMERA SORVEGLIANZA IP1;92;67,5
0000044531;!MONITOR 22 PHILIPS 223V5LS;47;98,535
0000044532;!STAMPANTE HP LaserJet Pro M;56;636,315
0000044533;!PC All In One hp EliteOne 8;56;1440,675
0000044534;!LAMPADA RIVERGO LED E27 8W;80;8,805
0000044535;!<PC LENOVO M83 TOWER RICOND;71;291,345
0000044536;!LAMPADA RIVERGO LED E27 8W;80;8,805
0000044537;!LAMPADA RIVERGO LED E27 8W;80;8,745
0000044538;!LAMPADA RIVERGO LED E27 10W;80;8,895
0000044539;!LAMPADA RIVERGO LED E27 10W;80;8,925
0000044540;!LAMPADA RIVERGO LED E27 10W;80;8,835
0000044541;!LAMPADA RIVERGO LED E27 12W;80;9,165
0000044542;!LAMPADA RIVERGO LED E27 12W;80;9,27
0000044543;!LAMPADA RIVERGO LED E27 15W;80;9,6
0000044544;!LAMPADA RIVERGO LED E27 15W;80;9,66
0000044545;!LAMPADA RIVERGO LED E27 15W;80;9,615
0000044546;!LAMPADA RIVERGO LED E27 18W;80;12,225
0000044547;!LAMPADA RIVERGO LED E27 18W;80;12,315
0000044548;!LAMPADA RIVERGO LED E27 10W;80;14,22
0000044549;!LAMPADA RIVERGO LED E27 10W;80;14,22
0000044550;!LAMPADA RIVERGO LED E27 10W;80;12,33
0000044551;!LAMPADA RIVERGO LED E27 10W;80;12,33
0000044552;!LAMPADA RIVERGO LED E14 4W;80;8,67
0000044553;!LAMPADA RIVERGO LED E14 4W;80;8,67
0000044554;!AMPADA RIVERGO LED E14 6W (;80;8,79
0000044555;!LAMPADA RIVERGO LED E14 6W;80;8,85
0000044556;!LAMPADA RIVERGO LED E27 6W;80;8,79
0000044557;!LAMPADA RIVERGO LED E27 6W;80;8,805
0000044558;!LAMPADA RIVERGO LED E14 4W;80;8,67
0000044559;LAMPADA RIVERGO LED E14 4W (;80;8,67
0000044560;!LAMPADA RIVERGO LED E14 4W;80;8,67
0000044561;!LAMPADA RIVERGO LED E14 6W;80;8,7765
0000044562;!LAMPADA RIVERGO LED E14 6W;80;8,685
0000044563;!LAMPADA RIVERGO LED E14 6W;80;8,925
0000044564;LAMPADA RIVERGO LED E14 6W (;80;8,943
0000044565;!LAMPADA RIVERGO LED E14 6W;80;8,88
0000044566;!LAMPADA RIVERGO LED E14 6W;80;8,943
0000044567;>LAMPADA RIVERGO LED E27 14W;80;11,718
0000044568;!LAMPADA RIVERGO LED E27 14W;80;11,718
0000044569;!AMPADA RIVERGO LED E27 18W;80;12,7725
0000044570;!AMPADA RIVERGO LED E27 20W;80;14,16
0000044571;!AMPADA RIVERGO LED E27 20W;80;14,235
0000044572;!LAMPADA RIVERGO LED E27 20W;80;14,1
0000044573;!SMARTPHONE XIAOMI MI A2 64G;91;262,335
0000044574;!SMARTPHONE XIAOMI POCOPHONE;91;371,115
0000044575;!>CASE COOLER MASTERBOX E500;6;46,245
0000044576;!CASE COOLER MASTERBOX E300L;6;40,65
0000044577;!CASE COOLER MASTERBOX E300L;6;49,74
0000044578;CASE COOLER MASTERBOX E300L;6;59,085
0000044579;!HUB TECHMADE 7 PORTE USB;38;13,155
0000044580;!HUB TECHMADE 4 PORTE USB UH;38;13,245
0000044581;SCHEDA AUDIO GEMBIRD SC-USB-;61;11,595
0000044582;!CAVO USB MAGNETICO CCUSB2-A;7;14,4
0000044583;CAVO USB 3 IN 1 CC-USB2-AM31;7;9,96
0000044584;!ASCIUGACAPELLI SENHOME BY-5;55;18,885
0000044585;!UPS MACH POWER TOWER 6000VA;56;1372,5
0000044586;!CASE MACHP POWER PER BATTER;56;207
0000044587;BATTERIA PER UPS 12V/7AH;30;22,335
0000044588;!PC DELL 9010 AIO RICONDIZ.;71;337,47
0000044589;!PC LENOVO M93Z RICONDIZ.;71;518,265
0000044590;!PC LENOVO M93Z RICONDIZ.;81;563,775
0000044591;!PC DELL 9020 AIO RICONDIZ.;81;548,7
0000044592;!PC HP 600 G1 AIO RICONDIZ.;71;322,89
0000044593;!PC APPLE IMAC 27 RICONDIZ.;81;910,5
0000044594;!PC APPLE IMAC 21.5 RICONDIZ;71;759,75
0000044595;!CAVO KARMA USB A MICRO USB;7;8,925
0000044596;!TONER COMPATIBILE HP CE401A;43;40,5
0000044597;!TONER COMPATIBILE HP CE402A;43;40,5
0000044598;!TONER COMPATIBILE HP CE403A;43;40,5
0000044599;!TERMOVENTILATORE MIDEA NT20;55;51,78
0000044600;!TERMOVENTILATORE MIDEA NT20;55;25,935
0000044601;!FORNO A MICROONDE DAEWOO KO;55;69,015
0000044602;!FORNO A MICROONDE DAEWOO KO;55;75,045
0000044603;!FORNO A MICROONDE AKAI AKMW;55;62,85
0000044604;!%NOTEBOOK HP 250 G6 (3QM22E;54;345
0000044605;!TELEFONO CORDLESS PANASONIC;58;41,325
0000044606;!<TELEFONO CORDLESS MOTOROLA;58;42
0000044607;!PC All In One ACER C22-820;56;489,195
0000044608;!CAVO NILOX SICUREZZA MGLP40;56;16,155
0000044609;!>NOTEBOOK HP 240 G6 (HP4BD0;54;439,245
0000044610;!PC INTEL NUC BOXNUC6CAYH;13;129,12
0000044611;!NON USARE;6;9
0000044612;!<SMARTPHONE XIAOMI NOTE 6 P;91;209,52
0000044613;!<SMARTPHONE XIAOMI MI 8 LIT;91;228
0000044614;!SMARTPHONE XIAOMI REDMI 6A;91;106,32
0000044615;!SMARTPHONE LG K9 BLACK;91;99,045
0000044616;!<TABLET HUAWEI MEDIAPAD T5;60;257,415
0000044617;<TABLET HUAWEI MEDIAPAD T5 3;60;232,38
0000044618;!HARD DISK SSD Samsung MZ-V7;56;346,5
0000044619;!SERVER TOWER HPE ML30 GEN10;96;670,095
0000044620;!STAMPANTE SAMSUNG SL-C430;23;147,975
0000044621;!MODULO ESPANSIONE LCD YEALI;56;90,315
0000044622;!TELEFONO YEALINK IP T21P;56;56,7
0000044623;!TELEFONO YEALINK T27G SIP;56;103,98
0000044624;!%PC DELL 990 DT RICONDIZ.;13;145,155
0000044625;!%PC HP 6200 PRO SFF RICONDI;13;137,775
0000044626;!%PC HP 8200 USDT RICONDIZ.;71;124,44
0000044627;!%PC DELL 990 SFF RICONDIZ.;13;137,775
0000044628;!%PC DELL 790 DT RICONDIZ.;13;143,91
0000044629;!%PC DELL 7010 SFF RICONDIZ.;13;204,45
0000044630;!NOTEBOOK HP 8460P RICONDIZ.;85;189,9
0000044631;!NOTEBOOK DELL E6430 RICOND.;85;277,845
0000044632;!NOTEBOOK DELL E6430S RICOND;85;233,325
0000044633;!NOTEBOOK DELL E6430 RICONDI;85;235,89
0000044634;!%PC HP 8300 CMT RICOND.;13;177
0000044635;!%PC DELL 3020 SFF RICONDIZ.;13;148,5
0000044636;!%PC DELL 9020 USFF RICONDIZ;71;166,38
0000044637;!>PC HP 1EV30EA;13;563,01
0000044638;!<PC HP 1EV45EA;13;588
0000044639;!PC LENOVO 10NK006HIX;13;602,88
0000044640;!PC ACER DT.VQEET.071;13;371,145
0000044641;!PC ACER DT.BB3ET.007;13;252,66
0000044642;!<PC ACER DT.VRDET.007;13;719,625
0000044643;!PC ACER DT.X0KET.026;13;278,595
0000044644;!TONER ORIGINALE TOSHIBA 255;56;74,475
0000044645;!TV LED 32 BOLVA LED-3266;31;135
0000044646;!TV LED 32 BOLVA S-3266;31;163,335
0000044647;!<TV LED 40 BOLVA LED-4066;31;210,915
0000044648;!<TV LED 40 BOLVA S-4066 SM;31;232,5
0000044649;!TV LED 43 BOLVA S-4366;31;310,5
0000044650;!<SMARTPHONE SAMSUNG GALAXY;91;247,2
0000044651;!SMARTPHONE SAMSUNG GALAXY A;91;247,2
0000044652;!<SMARTPHONE SAMSUNG GALAXY;91;281,46
0000044653;!ASPIRAPOLVERE SENHOME LD-62;55;74,565
0000044654;!MB ASROCK Z390 EXTREME4 (11;35;189,105
0000044655;!MB GIGABYTE GA-Z390-M-GAMIN;56;153,285
0000044656;!<NOTEBOOK DELL E6220 RICOND;85;209,835
0000044657;!<MB ASROCK B450 PRO4 90-MXB;35;86,265
0000044658;!<MB GIGABYTE GA-B450-AORUS-;35;100,2
0000044659;!VIDEOPROIETTORI EPSON EB-S3;56;368,325
0000044660;!NOTEBOOK MACBOOK AIR RICOND;85;896,295
0000044661;!<PC APPLE IMAC 21.5 RICONDI;71;673,605
0000044662;!NOTEBOOK ASUS P540UA-GQ957;54;396
0000044663;!TABLET IPAD AIR RICONDIZ.;86;330,405
0000044664;!ALIMENTATORE THERMALTAKE 75;41;113,745
0000044665;!ALIMENTATORE THERMALTAKE 85;41;132,75
0000044666;!MONITOR HANNS-G 22 HS221HP;47;106,2
0000044667;!ROUTER TP-LINK TOUCH P5 AC1;53;191,85
0000044668;!SCHEDA MADRE ASUS Z370-P (9;35;160,9515
0000044669;!>MONITOR PHILIPS 223S5LSB/0;47;111
0000044670;!DDR4 CORSAIR 8 GB 3000;29;68,175
0000044671;!DDR4 8GB KIT 2x4GB PC 3000;56;93,765
0000044672;!CASE VULTECH GAMING OBLIVIO;6;62,34
0000044673;!HARD DISK SSD KINGSTON 960;33;344,73
0000044674;!(OUTLET) NAS SYNOLOGY DS218;89;254,715
0000044675;!(OUTLET) UPS TECNOWARE ERA;89;51,705
0000044676;!(OUTLET) TABLET LENOVO 8 1;89;65,78355
0000044677;!(OUTLET) TV LED 22 SMART T;89;76,605
0000044678;!(OUTLET) CASE COOLER MASTER;89;35,84715
0000044679;!%PC HP 6300 PRO MT RICONDIZ;13;115,71
0000044680;!<NOTEBOOK LENOVO 81HN00E4IX;54;432,33
0000044681;<MB GIGABYTE GA-B450-AORUS-M;35;103,56
0000044682;%SSD INTENSO 240 GB HIGH 2.5;33;36,09
0000044683;VGA GIGABYTE GV-N105TOC-4GL;51;349,5
0000044684;!NAS Server WD 20TB My Cloud;56;679,485
0000044685;!SWITCH RETE 28 PORTE D-LINK;53;159,75
0000044686;CAVO DIGITUS MICRO USB 3.0 A;7;11,445
0000044687;!CRAVATTE PER CLASSIFICAZION;1;12
0000044688;!VGA Asus Radeon DUAL-RX580-;56;327,9
0000044689;!<MB GIGABYTE GA-Z390-I-PRO-;35;194,19
0000044690;!MB Gigabyte GA-Z390-PRO-WIF;56;232,62
0000044691;!<SWITCH RETE 16 PORTE TP-LI;53;55,785
0000044692;!PLOTTER HP DESIGNJET SD PRO;56;8964
0000044693;!PC DELL OPTIPLEX 5060 MT;56;921
0000044694;!CARTUCCIA ORIGINALE HP 953X;87;129,345
0000044695;<CPU INTEL I5-9600K 1171;20;240,72
0000044696;!<MB ASROCK H370M-ITX/AC (11;35;118,815
0000044697;!HARD DISK SSD SAMSUNG 1 TB;33;111,735
0000044698;!UbiQuiti Unifi Switch 8-por;56;223,695
0000044699;!TFT SAMSUNG S24E650PL 61CM;56;171,345
0000044700;!<TV LED 49 LG 49UK6400;31;408,9
0000044701;!DDR4 CORSAIR 16 GB  PC3000;56;76,5
0000044702;!PC HP 8200 SFF RICONDIZIONA;71;198,96
0000044703;!%PC HP 8300 SFF RICONDIZION;13;221,925
0000044704;!PC HP 400 G1 MT RICONDIZION;71;159,135
0000044705;!%MONITOR 19 AOC E2070SWN R;47;40,845
0000044706;!CENTRALE ALLARME METAL 32WI;24;321
0000044707;!TELEFONO CORDLESS PANASONIC;58;49,11
0000044708;BILANCIA TERMOZETA (85854B);55;23,04
0000044709;STUFA TERMOZETA CARBONIO 900;55;52,5
0000044710;!NOTEBOOK MEDIACOM (M-SB143);54;164,01
0000044711;!CONTATTO MAGNETICO METALLO;24;26,91
0000044712;!CONTATTO MAGNETICO PLASTICA;25;11,865
0000044713;!RILEVATORE A TENDA DUAL PIR;24;20,895
0000044714;!RILEVATORE DUAL PIR. PET IM;24;22,41
0000044715;!RILEVATORE A TENDA DUAL WIR;24;31,44
0000044716;!BATTERIE DURACELL PRECHARGE;37;17,85
0000044717;!SIRENA AUTO ALIM.100dB WIR.;24;89,685
0000044718;!<CELLULARE IPHONE 6S 32GB S;91;411,6
0000044719;<MB ASUS TUF Z390-PLUS GAMIN;35;197,61
0000044720;BOX IN PLASTICA 503 MACH POW;88;8,79
0000044721;PLACCA 503 1 KEY BIANCA MACH;1;8,235
0000044722;PLACCA 503 2 KEY BIANCA MACH;1;8,235
0000044723;PLACCA 503 3 KEY BIANCA MACH;1;8,22
0000044724;MACHPOWER KEYSTONE JACK RJ11;1;8,7
0000044725;MACHPOWER KEYSTONE JACK RJ45;1;8,64
0000044726;!Transcend TS2GJF300 Jetflas;56;15,06
0000044727;!MACHPOWER KEYSTONE JACK RJ4;7;8,745
